0		232		
0		233		
0		234		
0		236		
0		237		
0		238		
0		239		
0		241		
0		242		
0		243		
0		244		
0		246		
0		247		
0		248		
0		249		
0		251		
0		252		
0		253		
0		254		
0		256		
0		257		
0		258		
0		259		
0		261		
0		262		
0		263		
0		163		
0		164		
0		230		
0		231		
0		168		
0		169		
0		173		
0		174		
0		178		
0		179		
0		183		
0		184		
0		188		
0		189		
0		193		
0		194		
0		235		
0		240		
0		245		
0		250		
0		255		
0		260		
0		161		
0		162		
0		165		
0		166		
0		167		
0		170		
0		171		
0		172		
0		175		
0		176		
0		177		
0		181		
0		186		
0		182		
0		187		
0		191		
0		192		
0		190		
0		160		
0		180		
0		185		
0		264	
