0		695		
0		4		
0		335		
0		794		
0		93		
0		12		
0		353		
0		107		
0		857		
0		372		
0		16		
0		121		
0		920		
0		17		
0		391		
0		135		
0		11		
0		983		
0		783		
0		89		
0		774		
0		5		
0		705		
0		74		
0		91		
0		768		
0		7		
0		716		
0		76		
0		723		
0		6		
0		817		
0		95		
0		804		
0		13		
0		880		
0		109		
0		867		
0		18		
0		943		
0		123		
0		930		
0		1002		
0		19		
0		136		
0		992		
0		10		
0		792		
0		25		
0		434		
0		151		
0		1077		
0		37		
0		1082		
0		1071		
0		158		
0		1062		
0		149		
0		415		
0		24		
0		36		
0		410		
0		144		
0		1035		
0		1517		
0		246		
0		581		
0		48		
0		1617		
0		266		
0		603		
0		54		
0		1679		
0		279		
0		622		
0		58		
0		638		
0		291		
0		1715		
0		50		
0		1531		
0		248		
0		1544		
0		49		
0		1655		
0		276		
0		1635		
0		56		
0		1713		
0		289		
0		1693		
0		586		
0		251		
0		1554		
0		51		
0		1608		
0		265		
0		1595		
0		55		
0		1594		
0		264		
0		600		
0		26		
0		1573		
0		259		
0		1563		
0		448		
0		177		
0		1160		
0		27		
0		1165		
0		182		
0		1201		
0		39		
0		1206		
0		187		
0		1196		
0		38		
0		1657		
0		278		
0		1670		
0		57		
0		1708		
0		288		
0		1702		
0		59		
0		1739		
0		295		
0		1746		
0		53		
0		1584		
0		261		
0		1591		
0		52		
0		1650		
0		275		
0		1644		
0		453		
0		168		
0		1137		
