0		1759		
0		2019		
0		1843		
0		1767		
0		2240		
0		2028		
0		1855		
0		2279		
0		1771		
0		1865		
0		2037		
0		2308		
0		1772		
0		2046		
0		1875		
0		2337		
0		1766		
0		2231		
0		2177		
0		1826		
0		2183		
0		1760		
0		2226		
0		1839		
0		2222		
0		1762		
0		2191		
0		1828		
0		2196		
0		1761		
0		2253		
0		1845		
0		2246		
0		1768		
0		2292		
0		1857		
0		1857		
0		2285		
0		1773		
0		2321		
0		1867		
0		2314		
0		1774		
0		2348		
0		1876		
0		2342		
0		1765		
0		2238		
0		1841		
0		1780		
0		2072		
0		1889		
0		2386		
0		1792		
0		1882		
0		2362		
0		2055		
0		1779		
0		2060		
0		1887		
0		2375		
0		1791		
0		2380		
0		2387		
0		1892		
0		2141		
0		1986		
0		2700		
0		1809		
0		2132		
0		1975		
0		2662		
0		1803		
0		2120		
0		1958		
0		2604		
0		1996		
0		2147		
0		1813		
0		2708		
0		1994		
0		2722		
0		1811		
0		2672		
0		1983		
0		2686		
0		1804		
0		2618		
0		1960		
0		2611		
0		1805		
0		2724		
0		2125		
0		1963		
0		2624		
0		1806		
0		2657		
0		1974		
0		2650		
0		1810		
0		2649		
0		1973		
0		2129		
0		2627		
0		1968		
0		2633		
0		1781		
0		2078		
0		1901		
0		2411		
0		1793		
0		2688		
0		1985		
0		2695		
0		2073		
0		1906		
0		2422		
0		1782		
0		2427		
0		1911		
0		2447		
0		1794		
0		2450		
0		1914		
0		2442		
0		1814		
0		2714		
0		1993		
0		2718		
0		1812		
0		2678		
0		1982		
0		2682		
0		1807		
0		2646		
0		1970		
0		2641		
0		1808		
0		2739		
0		1999		
0		2734		
